Frequency_Hz,wiShield_ASD_V_per_rtHz,woShield_ASD_V_per_rtHz,wiShield_vs_woShield_dB
14.2543794902454,5.38781758927727e-06,5.28061047108891e-06,0.174575024221426
15.1019890029071,5.18137810640863e-06,5.04653455973737e-06,0.229040679056815
16,5.17671410083187e-06,5.01945219590334e-06,0.26795715987618
16.9514095097487,5.36701690825707e-06,4.88880364975877e-06,0.810607371093324
17.95939277295,5.24919144275323e-06,5.17125205083731e-06,0.129934120620808
19.0273138400435,5.13065595244518e-06,5.06842921208971e-06,0.10599015446672
20.158736798318,5.01271353148494e-06,5.04050682434192e-06,-0.0480264195812881
21.3574376667206,5.21584576315286e-06,4.85809265719668e-06,0.617178934596111
22.6274169979695,5.10259744164385e-06,4.9813837180603e-06,0.208826201142022
23.9729132300269,5.20706699355933e-06,5.20758813634533e-06,-0.000869272899036912
25.3984168314912,5.01323582248278e-06,4.91051785834642e-06,0.179816789818342
26.9086852881189,5.09749358662923e-06,5.23847015379779e-06,-0.236955716262724
28.5087589804909,5.18524324417394e-06,5.19657443363731e-06,-0.01896035998375
30.2039780058142,5.10040811042514e-06,5.25929502983008e-06,-0.266452127506573
32,5.24374360366471e-06,5.19809552591901e-06,0.0759438421606579
33.9028190194974,5.28059118347101e-06,5.26431861933904e-06,0.0268075898262366
35.9187855458999,5.03983743641298e-06,5.08516862987638e-06,-0.0777766199596344
38.0546276800871,5.10641978681669e-06,5.27189753224247e-06,-0.277008923837131
40.3174735966359,5.11551159307893e-06,5.04986162039127e-06,0.112191915335004
42.7148753334411,5.1379124744583e-06,5.17880895714711e-06,-0.0688637758137879
45.254833995939,5.11634295882237e-06,4.97692754101198e-06,0.239966610298843
47.9458264600538,5.20361877674867e-06,5.10222064539992e-06,0.170924727905546
50.7968336629824,2.73004717362103e-05,2.37182413572794e-05,1.22175334645121
53.8173705762377,5.16054913727734e-06,5.12311010251001e-06,0.0632445617443798
57.0175179609817,5.17061471730694e-06,5.25921426216833e-06,-0.147573729560505
60.4079560116284,5.27060450189393e-06,5.09871755406219e-06,0.287989479272824
64,5.07813403938314e-06,5.0043870997857e-06,0.127065283213781
67.8056380389949,5.12613695532567e-06,5.10628779363417e-06,0.033698336092174
71.8375710917999,5.14577822936476e-06,5.11215525599876e-06,0.0569406074359163
76.1092553601741,5.13693812413988e-06,5.17065918525879e-06,-0.0568315683062412
80.6349471932719,5.16869835289826e-06,5.0453749954822e-06,0.209754735759804
85.4297506668822,5.24286522606029e-06,5.13651262362704e-06,0.178006680565524
90.5096679918781,5.13138835497532e-06,5.16410670738556e-06,-0.0552064671300793
95.8916529201076,5.03546038406802e-06,5.17968926827184e-06,-0.24529046931796
101.593667325965,5.64155024086642e-06,5.72094988217285e-06,-0.121393661593104
107.634741152475,5.10666380338749e-06,5.14338488116943e-06,-0.0622351372905241
114.035035921963,5.06831471792181e-06,5.0848043252516e-06,-0.0282134060994458
120.815912023257,5.12449664361095e-06,5.10407015948213e-06,0.0346915508511249
128,5.16735712087323e-06,5.11295399726973e-06,0.0919318361831271
135.61127607799,5.07617705657407e-06,5.1280007974732e-06,-0.0882264442446498
143.6751421836,5.14434349607201e-06,5.06075458839556e-06,0.142293637678918
152.218510720348,5.7161976653299e-06,6.06023124554316e-06,-0.507639160293612
161.269894386544,5.11080536402715e-06,5.13888399010641e-06,-0.0475894339792424
170.859501333764,5.18315955906121e-06,5.16398983135671e-06,0.0321840003372482
181.019335983756,5.11413759912355e-06,5.15154535145928e-06,-0.0633023731816412
191.783305840215,5.069885741411e-06,5.10357857691735e-06,-0.0575326774857916
203.18733465193,5.10523683619655e-06,5.21462747312723e-06,-0.184147884169216
215.269482304951,5.18120063913906e-06,5.09786065712249e-06,0.140848999256302
228.070071843927,5.12332265599473e-06,5.1062501147093e-06,0.0289924810060501
241.631824046514,5.07385638207289e-06,5.18097255051673e-06,-0.18146242392211
256,5.28131177380667e-06,5.25573665840747e-06,0.0421641918970309
271.22255215598,5.14398924674067e-06,5.17695185223271e-06,-0.0554814767780159
287.350284367199,5.13897025202431e-06,5.12970384849785e-06,0.0156762167017963
304.437021440697,5.18933740447817e-06,5.14042154893118e-06,0.082263468228811
322.539788773088,5.11159897207472e-06,5.13858038455891e-06,-0.0457276120246705
341.719002667529,5.29900064970882e-06,5.24300340759867e-06,0.0922766557420111
362.038671967512,5.16440453265417e-06,5.10511445809907e-06,0.100295401698475
383.566611680431,5.15696327512678e-06,5.10253385662436e-06,0.0921628714689508
406.374669303859,5.11269736093396e-06,5.06203751749373e-06,0.0864945279924722
430.538964609902,5.08974593793748e-06,5.11295270564217e-06,-0.0395134224392278
456.140143687854,5.24950040459636e-06,5.23835050848936e-06,0.0184683791465901
483.263648093027,5.08534325173083e-06,5.08717413271579e-06,-0.00312662632985099
512,5.09997021042997e-06,5.13980358068724e-06,-0.0675776653418046
542.445104311959,5.15778897418715e-06,5.11541750260002e-06,0.0716496867382624
574.700568734399,5.11419873031516e-06,5.13672717081319e-06,-0.0381779879803885
608.874042881393,5.11448921083486e-06,5.07102348085848e-06,0.0741329055926096
645.079577546175,5.20281986455156e-06,5.17097194674338e-06,0.0533321611622329
683.438005335057,5.09256989963615e-06,5.10269665153082e-06,-0.0172550423934472
724.077343935025,5.13067917479363e-06,5.07696817419996e-06,0.0914083555604518
767.133223360861,5.15603975828364e-06,5.16185169565812e-06,-0.00978530394171971
812.749338607718,5.13252437372923e-06,5.14816866486886e-06,-0.0264349282057372
861.077929219804,5.24529282134873e-06,5.20668496714215e-06,0.0641687329970363
912.280287375708,5.13870240046386e-06,5.1150082059643e-06,0.0401426435177451
966.527296186054,5.19178679456111e-06,5.17980741733317e-06,0.0200647253796252
1024,5.18640043924957e-06,5.14436446332692e-06,0.070686317273146
1084.89020862392,5.12581169206763e-06,5.08336141915931e-06,0.0722331782535434
1149.4011374688,5.27870686360246e-06,5.27678708213196e-06,0.00315949405144581
1217.74808576279,5.16410333976057e-06,5.15175265699842e-06,0.020798413377964
1290.15915509235,5.11197399102417e-06,5.11252250271737e-06,-0.000931940666190209
1366.87601067011,5.13033444564471e-06,5.13114233974364e-06,-0.00136769378205728
1448.15468787005,5.14513088245255e-06,5.15347412444606e-06,-0.0140734584897383
1534.26644672172,5.15485951921165e-06,5.12716398531924e-06,0.0467925272766981
1625.49867721544,5.11160147875907e-06,5.11271802123809e-06,-0.00189707780308357
1722.15585843961,5.13553047612206e-06,5.11745133074764e-06,0.0306317961317138
1824.56057475142,5.12973055124144e-06,5.10232986150575e-06,0.0465204321266799
1933.05459237211,5.09914547551274e-06,5.06796398787344e-06,0.0532776420916514
2048,5.09661973968622e-06,5.07201638708982e-06,0.0420316785318694
2169.78041724784,5.09046566158062e-06,5.08720757484056e-06,0.00556107121238354
2298.8022749376,5.06966135313341e-06,5.06096580879885e-06,0.0149109340960108
2435.49617152557,5.07962838629913e-06,5.06519106449786e-06,0.0247221883249241
2580.3183101847,5.09755013020116e-06,5.10054025842851e-06,-0.00509348780819545
2733.75202134023,5.99296702555633e-06,5.83271457917993e-06,0.235423263086814
2896.3093757401,5.17833868907374e-06,5.6525032292624e-06,-0.761007341692829
3068.53289344344,5.64117612377282e-06,5.7455023709375e-06,-0.159166982164754
3250.99735443087,5.04147199137912e-06,5.04066148011709e-06,0.00139653207476665
3444.31171687922,5.04120719830127e-06,5.02889553697942e-06,0.0212386680842023
3649.12114950283,5.04225848942655e-06,5.0139663431086e-06,0.0488738294944457
3866.10918474421,5.01424564572333e-06,5.01473496776289e-06,-0.000847583099472506
4096,5.00982797326335e-06,4.98308814550357e-06,0.0464848787790797
4339.56083449568,4.96947391881852e-06,4.97458167209014e-06,-0.00892299619845692
4597.60454987519,4.96324731457369e-06,4.97404671273642e-06,-0.0188788652663765
4870.99234305115,4.94403207934046e-06,4.94496249778287e-06,-0.00163444561908693
5160.6366203694,4.92013606599205e-06,4.92208868846507e-06,-0.00344642882093776
5467.50404268046,4.89583814428017e-06,4.8806532793907e-06,0.0269819019820666
5792.6187514802,4.86297445705747e-06,4.85404871659943e-06,0.0159571541564061
6137.06578688689,4.83965417482956e-06,4.84623778091768e-06,-0.0118077890956794
6501.99470886174,4.83160859464629e-06,4.82528312796086e-06,0.0113788815231359
6888.62343375843,4.78083880598187e-06,4.77597277632935e-06,0.00884516762224333
7298.24229900566,4.75362926554094e-06,4.74131879542775e-06,0.022523018351184
7732.21836948843,4.72069368241307e-06,4.70323909582429e-06,0.0321752690133854
8192,4.69046368647041e-06,4.68054613981652e-06,0.0183849445202205
8679.12166899135,4.62348513193955e-06,4.62453540248817e-06,-0.00197286199368058
9195.20909975038,4.57082937395076e-06,4.56585380214714e-06,0.00946016645464519
9741.98468610229,4.56196281172325e-06,4.53341346250405e-06,0.0545282137846067
10321.2732407388,4.4677645847949e-06,4.45802243719441e-06,0.0189606254975861
10935.0080853609,4.41313424478003e-06,4.40074907961419e-06,0.0244106359536391
11585.2375029604,4.35533707731467e-06,4.33328423559933e-06,0.0440919114260185
12274.1315737738,4.29939794831661e-06,4.29026340991202e-06,0.0184737486326688
13003.9894177235,4.2110652878035e-06,4.21159588692073e-06,-0.00109436323859791
13777.2468675169,4.13776268862763e-06,4.14142192761351e-06,-0.00767798993102614
14596.4845980113,4.07442113906186e-06,4.06528156599472e-06,0.0195057139649772
15464.4367389769,4.0045784742404e-06,4.00483714070876e-06,-0.000561026797977717
16384,3.96321724239627e-06,3.95891593064221e-06,0.00943198556497175
17358.2433379827,3.89777325597956e-06,3.89500305161032e-06,0.00617538332679622
18390.4181995008,3.8516867109971e-06,3.83270162178385e-06,0.0429188942698911
19483.9693722046,4.10943321431281e-06,4.10211092703454e-06,0.0154905325867233
20642.5464814776,3.74218703525863e-06,3.72907147174261e-06,0.030495653217274
21870.0161707218,3.49722371352487e-06,3.48511469820953e-06,0.030126776989532
23170.4750059208,2.83592072929154e-06,2.82261653534397e-06,0.0408441149664575
