Frequency_Hz,wiShield_ASD_V_per_rtHz,woShield_ASD_V_per_rtHz,wiShield_vs_woShield_dB
4.48984819323749,5.04391964615113e-06,5.49887553328792e-06,-0.750114605627612
4.75682846001088,5.54448477731448e-06,5.92153939115733e-06,-0.571468543971038
5.03968419957949,5.71264073948657e-06,5.1008835334651e-06,0.983830102862809
5.33935941668014,5.37987763349658e-06,5.21758582900689e-06,0.266055914755401
5.65685424949238,4.9013362538798e-06,5.29753280394614e-06,-0.675183131425482
5.99322830750673,5.46882091166668e-06,5.16405952879668e-06,0.498049234737582
6.3496042078728,5.27303921001965e-06,5.37881176508452e-06,-0.172506908110116
6.72717132202972,5.2914599083917e-06,4.99347775543822e-06,0.503447808344463
7.12718974512272,5.35929825715803e-06,5.34958668239173e-06,0.0157539632244907
7.55099450145355,4.84995684685045e-06,5.12509900253187e-06,-0.479287694685219
8,5.30269916270999e-06,4.8608876358213e-06,0.755628140021835
8.47570475487436,5.44981965293802e-06,5.03304797203828e-06,0.691021217127651
8.97969638647498,5.13890665393394e-06,5.41696756065696e-06,-0.45771011709328
9.51365692002177,5.09447178910818e-06,5.63658174970284e-06,-0.878332969634617
10.079368399159,5.24510191111063e-06,5.1783172966756e-06,0.111305458787995
10.6787188333603,4.85532224097234e-06,5.36386620510796e-06,-0.865197553302984
11.3137084989848,5.22548539719437e-06,5.12812327623693e-06,0.163363633514474
11.9864566150135,5.32180784405086e-06,5.26400043001737e-06,0.0948654645425188
12.6992084157456,5.26675666193065e-06,5.15100922500631e-06,0.193018512083036
13.4543426440594,5.18498623910048e-06,5.26854450317329e-06,-0.138860895123347
14.2543794902454,5.26159651265921e-06,5.29525016940219e-06,-0.055378835630178
15.1019890029071,5.25510270510377e-06,4.95309222951536e-06,0.514095867368362
16,5.12857886502422e-06,4.93257198999701e-06,0.338472117453478
16.9514095097487,5.23902376266852e-06,4.88821365941425e-06,0.602003760288558
17.95939277295,5.34616965768775e-06,5.18251359404851e-06,0.270045735642524
19.0273138400435,4.92753980368553e-06,5.08118307302514e-06,-0.266694030826649
20.158736798318,5.12169771045717e-06,4.96229094533956e-06,0.274634366540502
21.3574376667206,5.35808969150068e-06,4.89781422685227e-06,0.780153415813189
22.6274169979695,5.1070164670744e-06,4.93726977394995e-06,0.293608006898542
23.9729132300269,5.12095501368008e-06,5.35480437890653e-06,-0.387852983602433
25.3984168314912,5.05159666594329e-06,4.80856102557906e-06,0.428270717649918
26.9086852881189,5.14199633766956e-06,5.30835605238542e-06,-0.276565640567487
28.5087589804909,5.2447546892707e-06,5.2355032189758e-06,0.0153349796441413
30.2039780058142,5.02267099487004e-06,5.24791109367811e-06,-0.38103475736979
32,5.36287750024664e-06,5.32547040297282e-06,0.060798029430547
33.9028190194974,5.30471146641028e-06,5.20035077194337e-06,0.172582565590422
35.9187855458999,5.0138035455933e-06,5.15033936440433e-06,-0.23337066493431
38.0546276800871,5.121252535532e-06,5.2756645435958e-06,-0.258019617752839
40.3174735966359,5.10814850545006e-06,4.97981949937097e-06,0.220998265492553
42.7148753334411,5.19726540210503e-06,5.16509532434965e-06,0.0539310780842679
45.254833995939,5.18739011364729e-06,5.07093177061088e-06,0.197222856928947
47.9458264600538,5.20477947275743e-06,5.08200756580431e-06,0.207340516998773
50.7968336629824,2.72537132582019e-05,2.37475683975382e-05,1.19613070216859
53.8173705762377,5.07027931881991e-06,5.30858030756045e-06,-0.398930133350344
57.0175179609817,5.13488461207261e-06,5.2532592628458e-06,-0.197962922311646
60.4079560116284,5.27907731307645e-06,5.06746451007573e-06,0.355346131437414
64,5.1366004484869e-06,5.10675204065862e-06,0.0506202847822984
67.8056380389949,5.13243721180637e-06,5.10599641795846e-06,0.044862785886178
71.8375710917999,5.09424676955137e-06,5.1557410351858e-06,-0.104222331459751
76.1092553601741,5.11917462526969e-06,5.2003776294063e-06,-0.136698739028939
80.6349471932719,5.2358751356603e-06,5.02467459509923e-06,0.357626790497068
85.4297506668822,5.24684755704767e-06,5.09117089601091e-06,0.261615420014403
90.5096679918781,5.11562876658486e-06,5.14026456525589e-06,-0.0417290299444617
95.8916529201076,5.04376370886299e-06,5.1789038272184e-06,-0.229662274529824
101.593667325965,5.6099171218374e-06,5.65091036413469e-06,-0.0632394647398311
107.634741152475,5.08015985134427e-06,5.12435667914237e-06,-0.0752394624233573
114.035035921963,5.05064586248386e-06,5.15557190173596e-06,-0.178598601008222
120.815912023257,5.11609577033735e-06,5.10156372689365e-06,0.0247069910109678
128,5.1729888402744e-06,5.1043593015416e-06,0.116006084833684
135.61127607799,5.05806468316904e-06,5.13597123631438e-06,-0.132764079440578
143.6751421836,5.13008260279736e-06,5.05932806747493e-06,0.120630325564582
152.218510720348,5.68816248337612e-06,6.04070349595146e-06,-0.522310511777074
161.269894386544,5.08517508205629e-06,5.12584798188158e-06,-0.0691962373111036
170.859501333764,5.15136170043327e-06,5.19026263603919e-06,-0.0653457940784834
181.019335983756,5.09153392102443e-06,5.14313247619677e-06,-0.087581389666965
191.783305840215,5.10611654512993e-06,5.15327561683587e-06,-0.0798529524633425
203.18733465193,5.11537553494797e-06,5.21345417162947e-06,-0.164960764001999
215.269482304951,5.16700369537854e-06,5.09051454984971e-06,0.129541781032847
228.070071843927,5.09578028395571e-06,5.08589143430225e-06,0.0168721770102417
241.631824046514,5.08006849213954e-06,5.20452776471161e-06,-0.210235240206083
256,5.29125301654058e-06,5.28083452170673e-06,0.0171194052808722
271.22255215598,5.1327562655591e-06,5.15133181385412e-06,-0.0313776655110029
287.350284367199,5.13415828133769e-06,5.15328168251593e-06,-0.0322925711447342
304.437021440697,5.20407799199387e-06,5.12071211004969e-06,0.140268727916537
322.539788773088,5.14030534613566e-06,5.12686557351651e-06,0.0227397496973451
341.719002667529,5.31489548479628e-06,5.24937603099946e-06,0.107740896438275
362.038671967512,5.15866009318355e-06,5.13039916029514e-06,0.0477151419580578
383.566611680431,5.16718292421666e-06,5.12235526643558e-06,0.075682804117819
406.374669303859,5.08783828815236e-06,5.06741632105583e-06,0.0349342676934752
430.538964609902,5.10259682297227e-06,5.08739871632036e-06,0.0259095648200317
456.140143687854,5.25123788643839e-06,5.2334552331315e-06,0.0294635828516851
483.263648093027,5.0667849124884e-06,5.09985187612322e-06,-0.0565018728554774
512,5.09476875057361e-06,5.15091532829348e-06,-0.0951986916198492
542.445104311959,5.15180925306086e-06,5.10703925698787e-06,0.0758115714974231
574.700568734399,5.11545952297966e-06,5.12562463028116e-06,-0.0172429066795121
608.874042881393,5.11141035757843e-06,5.04236120430178e-06,0.118135919584404
645.079577546175,5.20379415326002e-06,5.18786296885285e-06,0.0266322524594439
683.438005335057,5.0871653063224e-06,5.09861663219857e-06,-0.0195301637666807
724.077343935025,5.12685127225834e-06,5.05783497938152e-06,0.117721265944006
767.133223360861,5.15230667957757e-06,5.15542898062237e-06,-0.00526206026530008
812.749338607718,5.1482435042142e-06,5.16598212653787e-06,-0.0298763810795893
861.077929219804,5.23597348578263e-06,5.20052565470854e-06,0.0590039108868863
912.280287375708,5.1640253903081e-06,5.10472084316668e-06,0.100327433718315
966.527296186054,5.20028659425442e-06,5.17164524649687e-06,0.0479710476071575
1024,5.19425831391856e-06,5.1117268703468e-06,0.139118060488955
1084.89020862392,5.16003030127671e-06,5.08239813408156e-06,0.131671381231571
1149.4011374688,5.3000319319738e-06,5.27202209386159e-06,0.0460252910710717
1217.74808576279,5.15079292150287e-06,5.1499539477321e-06,0.00141489421898519
1290.15915509235,5.12532556684219e-06,5.12054912465173e-06,0.00809841111345426
1366.87601067011,5.14021223418174e-06,5.13031688176841e-06,0.0167372030431377
1448.15468787005,5.14950990314063e-06,5.14642472188512e-06,0.00520546131590308
1534.26644672172,5.15873634094024e-06,5.12619599669828e-06,0.0549624971161228
1625.49867721544,5.10884948223156e-06,5.11965540288873e-06,-0.0183524513579284
1722.15585843961,5.13921209287207e-06,5.12980943798446e-06,0.0159061786435964
1824.56057475142,5.13298100124912e-06,5.08978106283822e-06,0.0734111052732345
1933.05459237211,5.09411793914516e-06,5.08156685480212e-06,0.0214270372824234
2048,5.09955621922135e-06,5.07711738361551e-06,0.0383035897852869
2169.78041724784,5.08796443955957e-06,5.0906756297914e-06,-0.00462716031569784
2298.8022749376,5.06974682047778e-06,5.0654097113933e-06,0.0074338571954095
2435.49617152557,5.08161107693718e-06,5.0573475658423e-06,0.0415724315178123
2580.3183101847,5.0907229858593e-06,5.10308476129714e-06,-0.0210663321264303
2733.75202134023,5.98668910417686e-06,5.8296433220161e-06,0.230894427830615
2896.3093757401,5.18408978421101e-06,5.66507070373488e-06,-0.770656399083015
3068.53289344344,5.6267737899115e-06,5.73930686080665e-06,-0.171999795649311
3250.99735443087,5.04631462872251e-06,5.04976047160212e-06,-0.00592907874142407
3444.31171687922,5.0445797254051e-06,5.02951708234719e-06,0.0259740511235639
3649.12114950283,5.03827536781805e-06,5.00848690479791e-06,0.0515071529445928
3866.10918474421,5.01280383587452e-06,5.01467969056757e-06,-0.00324976191444119
4096,5.00691265074367e-06,4.98103846624744e-06,0.0450023855974201
4339.56083449568,4.96069618769402e-06,4.97441252813205e-06,-0.0239833701642994
4597.60454987519,4.9632435460231e-06,4.97693637248055e-06,-0.0239300406323556
4870.99234305115,4.93785211766887e-06,4.94227033281673e-06,-0.0077683514393478
5160.6366203694,4.92497970592286e-06,4.91186911520507e-06,0.0231531893118519
5467.50404268046,4.89764980532342e-06,4.87741235723542e-06,0.0359650892994819
5792.6187514802,4.86249083412253e-06,4.85120753692298e-06,0.0201788267587092
6137.06578688689,4.84293087911483e-06,4.83947911735518e-06,0.00619300834859448
6501.99470886174,4.82459744942634e-06,4.82463854678197e-06,-7.39886754883228e-05
6888.62343375843,4.78376339984666e-06,4.77230450247983e-06,0.0208309038036194
7298.24229900566,4.75053572485402e-06,4.74190369400767e-06,0.0157971801856844
7732.21836948843,4.72401622043023e-06,4.70219627836558e-06,0.0402125344031695
8192,4.68912321139646e-06,4.68701601269324e-06,0.00390414332643927
8679.12166899135,4.62264648906664e-06,4.62380589136212e-06,-0.00217822793501185
9195.20909975038,4.57157629367395e-06,4.56367376556485e-06,0.0150276136272373
9741.98468610229,4.5584218487672e-06,4.5373442769539e-06,0.04025560635115
10321.2732407388,4.46333907474905e-06,4.46160129316881e-06,0.00338247172295081
10935.0080853609,4.42089230054495e-06,4.39898385725201e-06,0.0431513342284496
11585.2375029604,4.35409793354635e-06,4.33352880147391e-06,0.0411301153750464
12274.1315737738,4.30123025794052e-06,4.29071773680398e-06,0.0212549340453783
13003.9894177235,4.21122813465426e-06,4.20904159644455e-06,0.00451102651394649
13777.2468675169,4.13607722734504e-06,4.1385890453344e-06,-0.00527329412393878
14596.4845980113,4.07819908768012e-06,4.06445575222272e-06,0.0293204638396998
15464.4367389769,4.00466529246839e-06,4.0054012233683e-06,-0.00159604532201717
16384,3.9660473955169e-06,3.95764080694883e-06,0.0184304899601761
17358.2433379827,3.90123104030854e-06,3.89580980831197e-06,0.0120784875510548
18390.4181995008,3.85045839850915e-06,3.83129839138157e-06,0.0433291646791234
19483.9693722046,4.11010363779189e-06,4.10137033817259e-06,0.018475734196499
20642.5464814776,3.74305229058306e-06,3.73274493806408e-06,0.023951581465693
21870.0161707218,3.49937631586456e-06,3.4886448627276e-06,0.0266777356557327
23170.4750059208,2.83622889431484e-06,2.82372708952622e-06,0.0383711370119858
